area_name,area_type,data_layer,uncertainty_score,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,270.9684669974,456571.8410573687
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,41.3214198014,69625.06347280006
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Puerto Rico (USA)",Artisanal,Landings,Unreported,bagnets,Direct human consumption,51.4531932794,86696.72690770253
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Puerto Rico (USA)",Artisanal,Landings,Unreported,hand or tools,Direct human consumption,22.8634269588,38524.02847873857
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale seine nets,Direct human consumption,74.1143025241,124879.85752399228
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale pots or traps,Direct human consumption,172.2098619948,290167.2456963543
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,26.2611959254,44249.14347005869
"Puerto Rico (USA)",eez,Reconstructed domestic catch,2,1980,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Puerto Rico (USA)",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,83.5030312500,140699.51804409377
"Puerto Rico (USA)",eez,Reconstructed domestic catch,2,1980,"Miscellaneous aquatic invertebrates","Aquatic invertebrates","Other demersal invertebrates","Other fishes & inverts","Puerto Rico (USA)",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,34.8505184567,31562.912223342355
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Miscellaneous aquatic invertebrates","Aquatic invertebrates","Other demersal invertebrates","Other fishes & inverts","Puerto Rico (USA)",Artisanal,Discards,Unreported,hand or tools,,4.4848301366
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Miscellaneous aquatic invertebrates","Aquatic invertebrates","Other demersal invertebrates","Other fishes & inverts","Puerto Rico (USA)",Artisanal,Landings,Reported,hand or tools,Direct human consumption,24.5472000000,22231.5521616
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Miscellaneous aquatic invertebrates","Aquatic invertebrates","Other demersal invertebrates","Other fishes & inverts","Puerto Rico (USA)",Artisanal,Landings,Unreported,hand or tools,Direct human consumption,15.6005972621,14128.922719690381
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Mollusca","Clams, seasnails, squids, octopuses","Other demersal invertebrates","Molluscs","Puerto Rico (USA)",Artisanal,Discards,Unreported,hand or tools,,3.8389257259
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Mollusca","Clams, seasnails, squids, octopuses","Other demersal invertebrates","Molluscs","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale pots or traps,,0.5796578048
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Mollusca","Clams, seasnails, squids, octopuses","Other demersal invertebrates","Molluscs","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale lines,,0.0662466063
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Mollusca","Clams, seasnails, squids, octopuses","Other demersal invertebrates","Molluscs","Puerto Rico (USA)",Artisanal,Landings,Reported,hand or tools,Direct human consumption,21.0119167728,52714.717811577626
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Mollusca","Clams, seasnails, squids, octopuses","Other demersal invertebrates","Molluscs","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,3.1726900757,7959.648034532978
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Mollusca","Clams, seasnails, squids, octopuses","Other demersal invertebrates","Molluscs","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,0.3625931515,909.6740610894851
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Mollusca","Clams, seasnails, squids, octopuses","Other demersal invertebrates","Molluscs","Puerto Rico (USA)",Artisanal,Landings,Unreported,hand or tools,Direct human consumption,13.3538021132,33502.03209543114
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Mollusca","Clams, seasnails, squids, octopuses","Other demersal invertebrates","Molluscs","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale pots or traps,Direct human consumption,2.0163546189,5058.632484279238
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Mollusca","Clams, seasnails, squids, octopuses","Other demersal invertebrates","Molluscs","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,0.2304405279,578.1294267747729
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Bivalvia","Clams","Other demersal invertebrates","Molluscs","Puerto Rico (USA)",Artisanal,Discards,Unreported,hand or tools,,4.4848301366
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Bivalvia","Clams","Other demersal invertebrates","Molluscs","Puerto Rico (USA)",Artisanal,Landings,Reported,hand or tools,Direct human consumption,24.5472000000,80160.4526208
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Bivalvia","Clams","Other demersal invertebrates","Molluscs","Puerto Rico (USA)",Artisanal,Landings,Unreported,hand or tools,Direct human consumption,15.6005972621,50944.748797655426
"Puerto Rico (USA)",eez,Reconstructed domestic catch,2,1980,"Serranidae","Basses, groupers, hinds","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,15.7701293425,95512.24569666033
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Serranidae","Basses, groupers, hinds","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale pots or traps,,42.2795906062
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Serranidae","Basses, groupers, hinds","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,231.4124582043,1401556.2640758369
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Serranidae","Basses, groupers, hinds","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale pots or traps,Direct human consumption,147.0706460159,890737.6326440148
"Puerto Rico (USA)",eez,Reconstructed domestic catch,2,1980,"Serranidae","Basses, groupers, hinds","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,81.0536090000,490903.5334631604
"Puerto Rico (USA)",eez,Reconstructed domestic catch,2,1980,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,57.1354289274,1365.0772711028137
"Puerto Rico (USA)",eez,Reconstructed domestic catch,2,1980,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,293.6585119722,7016.076849065751
"Puerto Rico (USA)",eez,Reconstructed domestic catch,2,1980,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,11.5772774935,36964.985113527764
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale seine nets,,10.3461961140
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale pots or traps,,20.6923922279
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,56.6287100103,180809.29853356065
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,113.2574200206,361618.5970671213
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale seine nets,Direct human consumption,35.9895099378,114910.58237466116
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale pots or traps,Direct human consumption,71.9790198755,229821.1647493223
"Puerto Rico (USA)",eez,Reconstructed domestic catch,2,1980,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,59.5036415278,189988.641501268
"Puerto Rico (USA)",eez,Reconstructed domestic catch,2,1980,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,9.1982515927,219.76424118538893
"Puerto Rico (USA)",eez,Reconstructed domestic catch,2,1980,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,29.3857661885,702.0834930433381
"Puerto Rico (USA)",eez,Reconstructed domestic catch,2,1980,"Ostraciidae","Box-, cow-, trunkfishes","Medium reef assoc. fish (30 - 89 cm)","Other fishes & inverts","Puerto Rico (USA)",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,7.1966860095,28300.55032448608
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Ostraciidae","Box-, cow-, trunkfishes","Medium reef assoc. fish (30 - 89 cm)","Other fishes & inverts","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale seine nets,,5.8759172034
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Ostraciidae","Box-, cow-, trunkfishes","Medium reef assoc. fish (30 - 89 cm)","Other fishes & inverts","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale pots or traps,,12.2284047004
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Ostraciidae","Box-, cow-, trunkfishes","Medium reef assoc. fish (30 - 89 cm)","Other fishes & inverts","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale lines,,1.1899357141
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Ostraciidae","Box-, cow-, trunkfishes","Medium reef assoc. fish (30 - 89 cm)","Other fishes & inverts","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,32.1611544659,126471.87459002521
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Ostraciidae","Box-, cow-, trunkfishes","Medium reef assoc. fish (30 - 89 cm)","Other fishes & inverts","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,66.9307614161,263201.33728478366
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Ostraciidae","Box-, cow-, trunkfishes","Medium reef assoc. fish (30 - 89 cm)","Other fishes & inverts","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,6.5129757589,25611.89941918554
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Ostraciidae","Box-, cow-, trunkfishes","Medium reef assoc. fish (30 - 89 cm)","Other fishes & inverts","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale seine nets,Direct human consumption,20.4395294904,80377.26422824076
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Ostraciidae","Box-, cow-, trunkfishes","Medium reef assoc. fish (30 - 89 cm)","Other fishes & inverts","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale pots or traps,Direct human consumption,42.5368210346,167273.58158280843
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Ostraciidae","Box-, cow-, trunkfishes","Medium reef assoc. fish (30 - 89 cm)","Other fishes & inverts","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,4.1392220617,16277.250682622205
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Engraulidae","Anchovies, round herrings","Small pelagics (<30 cm)","Anchovies","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale seine nets,Direct human consumption,267.4715842503,220298.82455822098
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Engraulidae","Anchovies, round herrings","Small pelagics (<30 cm)","Anchovies","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale seine nets,Other,0.2677393236,17.7150332067698
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Octopodidae","Octopuses","Cephalopods","Other fishes & inverts","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale pots or traps,,4.0248475584
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Octopodidae","Octopuses","Cephalopods","Other fishes & inverts","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale lines,,0.4599825781
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Octopodidae","Octopuses","Cephalopods","Other fishes & inverts","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,22.0295384615,354771.1774276929
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Octopodidae","Octopuses","Cephalopods","Other fishes & inverts","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,2.5176615385,40545.27742030772
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Octopodidae","Octopuses","Cephalopods","Other fishes & inverts","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale pots or traps,Direct human consumption,14.0005360045,225469.391998075
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Octopodidae","Octopuses","Cephalopods","Other fishes & inverts","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,1.6000612577,25767.930514065716
"Puerto Rico (USA)",eez,Reconstructed domestic catch,2,1980,"Coryphaena","Dolphinfishes","Large pelagics (>=90 cm)","Perch-likes","Puerto Rico (USA)",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,2.9994298672,71.66225256045286
"Puerto Rico (USA)",eez,Reconstructed domestic catch,2,1980,"Coryphaena","Dolphinfishes","Large pelagics (>=90 cm)","Perch-likes","Puerto Rico (USA)",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,9.5823150615,228.94026947065365
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Etelis","Snappers","Medium bathydemersals (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale seine nets,,13.3049111781
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Etelis","Snappers","Medium bathydemersals (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale pots or traps,,18.2113301222
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Etelis","Snappers","Medium bathydemersals (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale lines,,4.2200793312
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Etelis","Snappers","Medium bathydemersals (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,72.8228953442,521792.0661780226
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Etelis","Snappers","Medium bathydemersals (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,99.6776130120,714212.0263056306
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Etelis","Snappers","Medium bathydemersals (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,23.0981170308,165503.09011176554
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Etelis","Snappers","Medium bathydemersals (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale seine nets,Direct human consumption,46.2814765727,331616.9615682952
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Etelis","Snappers","Medium bathydemersals (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale pots or traps,Direct human consumption,63.3485813717,453906.5222164626
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Etelis","Snappers","Medium bathydemersals (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,14.6796547595,105182.95587557368
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale gillnets,,2.0531355264
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale lines,,5.9883119520
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,11.2376002790,43836.811116498
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,32.7763341472,127857.3657564528
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,7.1418848645,27859.814377355222
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,20.8304975215,81257.79193395287
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale gillnets,,0.9125046784
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale lines,,2.6614719787
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,4.9944890129,18897.85784666901
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,14.5672596210,55118.75205278454
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,3.1741710509,12010.24432043368
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,9.2579988984,35029.87926793152
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale gillnets,,2.2584490791
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale lines,,6.5871431472
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,12.3613603069,47045.71799001762
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,36.0539675619,137216.67747088417
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,7.8560733510,29899.186028109772
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,22.9135472736,87205.9592486535
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Scomberomorus regalis","Cero","Large reef assoc. fish (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale gillnets,,1.3003191667
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Scomberomorus regalis","Cero","Large reef assoc. fish (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale lines,,3.7925975696
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Scomberomorus regalis","Cero","Large reef assoc. fish (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,7.1171468434,27086.928539707034
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Scomberomorus regalis","Cero","Large reef assoc. fish (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,20.7583449599,79003.5415741455
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Scomberomorus regalis","Cero","Large reef assoc. fish (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,4.5231937475,17214.682864669234
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Scomberomorus regalis","Cero","Large reef assoc. fish (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,13.1926484303,50209.49168861873
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale gillnets,,0.9125046784
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale lines,,2.6614719787
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,4.9944890129,28243.470770282547
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,14.5672596210,82376.78974665733
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,3.1741710509,17949.70557829182
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,9.2579988984,52353.30793668442
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Thunnus atlanticus","Blackfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale gillnets,,0.9125046784
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Thunnus atlanticus","Blackfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale lines,,2.6614719787
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Thunnus atlanticus","Blackfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,4.9944890129,16518.643104569248
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Thunnus atlanticus","Blackfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,14.5672596210,48179.37572166025
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Thunnus atlanticus","Blackfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,3.1741710509,10498.170805263682
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1980,"Thunnus atlanticus","Blackfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,9.2579988984,30619.6648486857
