area_name,area_type,data_layer,uncertainty_score,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale lines,,8.7486633033
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,41.3114754098,67323.94819672137
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,31.5940521180,51487.78413294233
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale lines,,3.8882948015
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,18.3606557377,43818.0721311475
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,14.0418009413,33511.0387824833
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale lines,,9.6235296337
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,45.4426229508,86913.9696393443
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,34.7534573298,66469.77527003674
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Scomberomorus regalis","Cero","Large reef assoc. fish (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale lines,,5.5408200921
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Scomberomorus regalis","Cero","Large reef assoc. fish (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,26.1639344262,50041.37645901638
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Scomberomorus regalis","Cero","Large reef assoc. fish (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,20.0095663414,38270.476670627155
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale lines,,3.8882948015
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,18.3606557377,69871.54885245895
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,14.0418009413,53436.12964940387
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Thunnus atlanticus","Blackfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale lines,,3.8882948015
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Thunnus atlanticus","Blackfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,18.3606557377,70789.85704918025
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Thunnus atlanticus","Blackfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,14.0418009413,54138.43032348408
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale seine nets,,15.7009354128
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale pots or traps,,31.4018708257
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale lines,,2.1806854740
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,74.1403326119,175795.10648028716
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,148.2806652237,351590.21296057483
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,10.2972684183,24415.987011150915
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale seine nets,Direct human consumption,56.7007958284,134443.99409904817
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale pots or traps,Direct human consumption,113.4015916568,268887.9881980968
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,7.8751105317,18672.776958201142
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale seine nets,,32.5727373929
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale pots or traps,,32.5727373929
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale lines,,13.3430490525
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,153.8095356037,759204.4829780797
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,153.8095356037,759204.4829780797
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,63.0063157895,310999.4267621054
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale seine nets,Direct human consumption,117.6299426708,580621.8675428345
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale pots or traps,Direct human consumption,117.6299426708,580621.8675428345
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,48.1857596483,237845.1023669452
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","Puerto Rico (USA)",Artisanal,Discards,Unreported,bagnets,,32.1217588257
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale pots or traps,,8.0304397064
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","Puerto Rico (USA)",Artisanal,Landings,Reported,bagnets,Direct human consumption,151.6800000000,1519486.2528
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,37.9200000000,379871.5632
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","Puerto Rico (USA)",Artisanal,Landings,Unreported,bagnets,Direct human consumption,116.0013235478,1162067.6189182517
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale pots or traps,Direct human consumption,29.0003308870,290516.9047295639
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Lobatus gigas","Pink conch","Other demersal invertebrates","Molluscs","Puerto Rico (USA)",Artisanal,Discards,Unreported,hand or tools,,37.1026644664
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Lobatus gigas","Pink conch","Other demersal invertebrates","Molluscs","Puerto Rico (USA)",Artisanal,Landings,Reported,hand or tools,Direct human consumption,175.2000000000,464998.1448
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1967,"Lobatus gigas","Pink conch","Other demersal invertebrates","Molluscs","Puerto Rico (USA)",Artisanal,Landings,Unreported,hand or tools,Direct human consumption,133.9888705537,355619.7273475852
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,35.2812043521,1.3693676557391683
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,unknown class,Direct human consumption,12.4169294864,5922.643168431308
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0062146794,0.00015841618695087563
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,unknown class,Other,0.0062146794,0.00015841618695087563
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Discards,Unreported,unknown class,,4.2181273700
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Reported,unknown class,Direct human consumption,70.2318207108,47308.51963623752
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0351510614,0.0016838559881925564
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Reported,unknown class,Other,0.0351510614,0.0016838559881925564
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sint Maarten",Industrial,Landings,Reported,pots or traps,Direct human consumption,0.6724910418,513.028419218619
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,7.6913367111,0.29852347489312564
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Perciformes","Perch-likes","Medium demersals (30 - 89 cm)","Perch-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Direct human consumption,140.9400453154,201388.24417079924
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Perciformes","Perch-likes","Medium demersals (30 - 89 cm)","Perch-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0705405632,0.0017981244551640285
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Perciformes","Perch-likes","Medium demersals (30 - 89 cm)","Perch-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Other,0.0705405632,0.0017981244551640285
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,unknown class,Direct human consumption,5.5307422492,2551.400533854156
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0027681393,7.056165528627043e-05
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Teuthida","Squids","Cephalopods","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,unknown class,Other,0.0027681393,7.056165528627043e-05
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Dendrobranchiata","Shrimps and prawns","Shrimps","Crustaceans","Russian Federation",Industrial,Landings,Reported,unknown class,Direct human consumption,0.0058548106,0.0012550120325341809
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Dendrobranchiata","Shrimps and prawns","Shrimps","Crustaceans","Russian Federation",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0000029303,7.469614554673905e-08
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Dendrobranchiata","Shrimps and prawns","Shrimps","Crustaceans","Russian Federation",Industrial,Landings,Reported,unknown class,Other,0.0000029303,7.469614554673905e-08
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,21.3076633621,57373.802752372285
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0106644962,0.07715552640905693
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0106644962,0.07715552640905693
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Gerreidae","Mojarras, silverbellies","Small benthopelagics (<30 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,0.1512968220,131.11769917294362
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Gerreidae","Mojarras, silverbellies","Small benthopelagics (<30 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0000757241,2.9390771471696867e-06
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Gerreidae","Mojarras, silverbellies","Small benthopelagics (<30 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0000757241,2.9390771471696867e-06
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,212.0619190952,219542.40329123248
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.1061370966,0.6953538022543952
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.1061370966,0.6953538022543952
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Direct human consumption,448.8789357743,447347.9443880805
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.2246641320,0.966666190913057
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Other,0.2246641320,0.966666190913057
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Scomberomorus","Spanish mackerels","Large pelagics (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,13.2260057551,0.5133403132982979
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,87.4779207446,127983.60968826571
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0437827431,0.0016993374631842984
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0437827431,0.0016993374631842984
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Direct human consumption,54.8881729368,11.765592786482074
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0274715580,0.0007002677332488393
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Other,0.0274715580,0.0007002677332488393
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,185.0645608539,172926.50942370878
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0926249053,0.003595045912041655
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0926249053,0.003595045912041655
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Acanthocybium solandri","Wahoo","Large pelagics (>=90 cm)","Perch-likes","Curacao",Industrial,Landings,Reported,longline,Direct human consumption,4.2850364277,5082.263170058079
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,12.8777019546,32842.33811518452
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0064452963,0.0002501609684475882
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0064452963,0.0002501609684475882
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,65.0014371449,217484.9284683576
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0325332518,0.0012627115089260325
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0325332518,0.0012627115089260325
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Sardinella aurita","Round sardinella","Small pelagics (<30 cm)","Herring-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Direct human consumption,46.5058031466,9.968784034063408
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Sardinella aurita","Round sardinella","Small pelagics (<30 cm)","Herring-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0232761778,0.0005933247840092963
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Sardinella aurita","Round sardinella","Small pelagics (<30 cm)","Herring-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Other,0.0232761778,0.0005933247840092963
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Opisthonema oglinum","Atlantic thread herring","Small pelagics (<30 cm)","Herring-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Direct human consumption,0.0104870585,1.1190194787828094
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Opisthonema oglinum","Atlantic thread herring","Small pelagics (<30 cm)","Herring-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0000052488,1.706426769923014e-05
"Puerto Rico (USA)",eez,Inferred foreign catch,,1967,"Opisthonema oglinum","Atlantic thread herring","Small pelagics (<30 cm)","Herring-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Other,0.0000052488,1.706426769923014e-05
"Puerto Rico (USA)",eez,Assigned Tuna RFMO catch,,1967,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Taiwan",Industrial,Discards,Unreported,longline,,0.0004745476
"Puerto Rico (USA)",eez,Assigned Tuna RFMO catch,,1967,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Korea (South)",Industrial,Discards,Unreported,longline,,1.9782875212
"Puerto Rico (USA)",eez,Assigned Tuna RFMO catch,,1967,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Discards,Unreported,longline,,5.8021605217
"Puerto Rico (USA)",eez,Assigned Tuna RFMO catch,,1967,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Taiwan",Industrial,Landings,Reported,longline,Direct human consumption,0.0003814544,7.471800320467251e-05
"Puerto Rico (USA)",eez,Assigned Tuna RFMO catch,,1967,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Korea (South)",Industrial,Landings,Reported,longline,Direct human consumption,0.0016286799,1.3608816258820033
"Puerto Rico (USA)",eez,Assigned Tuna RFMO catch,,1967,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Reported,mixed gear,Direct human consumption,3.8765172191,8407.630888831298
"Puerto Rico (USA)",eez,Assigned Tuna RFMO catch,,1967,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Taiwan",Industrial,Landings,Reported,longline,Direct human consumption,0.0015557662,1.26389156914651
"Puerto Rico (USA)",eez,Assigned Tuna RFMO catch,,1967,"Istiophorus albicans","Atlantic sailfish","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Landings,Reported,longline,Direct human consumption,0.0013468864,1.833850467885211
"Puerto Rico (USA)",eez,Assigned Tuna RFMO catch,,1967,"Istiophorus albicans","Atlantic sailfish","Large pelagics (>=90 cm)","Tuna & billfishes","Venezuela",Industrial,Landings,Reported,pole and line,Direct human consumption,0.0018351136,4.617760700658356
"Puerto Rico (USA)",eez,Assigned Tuna RFMO catch,,1967,"Istiophorus albicans","Atlantic sailfish","Large pelagics (>=90 cm)","Tuna & billfishes","Venezuela",Industrial,Landings,Reported,longline,Direct human consumption,0.0679905653,171.08703924003947
"Puerto Rico (USA)",eez,Assigned Tuna RFMO catch,,1967,"Auxis thazard","Frigate tuna","Medium pelagics (30 - 89 cm)","Tuna & billfishes","Ghana",Industrial,Landings,Reported,mixed gear,Direct human consumption,0.0003335129,0.18376906147175218
"Puerto Rico (USA)",eez,Assigned Tuna RFMO catch,,1967,"Auxis thazard","Frigate tuna","Medium pelagics (30 - 89 cm)","Tuna & billfishes","Venezuela",Industrial,Landings,Reported,mixed gear,Direct human consumption,0.0716192974,74.31748281805122
