time,zlev,latitude,longitude,sst
UTC,m,degrees_north,degrees_east,degree_C
1992-01-03T12:00:00Z,0.0,18.125,294.375,26.0
1992-01-03T12:00:00Z,0.0,18.125,294.625,25.95
1992-01-03T12:00:00Z,0.0,18.125,294.875,25.89
1992-01-03T12:00:00Z,0.0,18.125,295.125,25.85
1992-01-03T12:00:00Z,0.0,18.125,295.375,25.81
1992-01-03T12:00:00Z,0.0,18.125,295.625,25.8
1992-01-03T12:00:00Z,0.0,18.125,295.875,25.83
1992-01-03T12:00:00Z,0.0,18.125,296.125,25.85
1992-01-03T12:00:00Z,0.0,18.375,292.125,26.12
1992-01-03T12:00:00Z,0.0,18.375,292.375,26.25
1992-01-03T12:00:00Z,0.0,18.375,292.625,26.32
1992-01-03T12:00:00Z,0.0,18.375,292.875,NaN
1992-01-03T12:00:00Z,0.0,18.375,293.125,NaN
1992-01-03T12:00:00Z,0.0,18.375,293.375,NaN
1992-01-03T12:00:00Z,0.0,18.375,293.625,NaN
1992-01-03T12:00:00Z,0.0,18.375,293.875,NaN
1992-01-03T12:00:00Z,0.0,18.375,294.125,NaN
1992-01-03T12:00:00Z,0.0,18.375,294.375,25.93
1992-01-03T12:00:00Z,0.0,18.375,294.625,25.85
1992-01-03T12:00:00Z,0.0,18.375,294.875,25.77
1992-01-03T12:00:00Z,0.0,18.375,295.125,25.7
1992-01-03T12:00:00Z,0.0,18.375,295.375,25.62
1992-01-03T12:00:00Z,0.0,18.375,295.625,25.61
1992-01-03T12:00:00Z,0.0,18.375,295.875,25.65
1992-01-03T12:00:00Z,0.0,18.375,296.125,25.74
1992-01-03T12:00:00Z,0.0,18.625,292.125,26.08
1992-01-03T12:00:00Z,0.0,18.625,292.375,26.22
1992-01-03T12:00:00Z,0.0,18.625,292.625,26.28
1992-01-03T12:00:00Z,0.0,18.625,292.875,26.32
1992-01-03T12:00:00Z,0.0,18.625,293.125,26.34
1992-01-03T12:00:00Z,0.0,18.625,293.375,26.36
1992-01-03T12:00:00Z,0.0,18.625,293.625,26.32
1992-01-03T12:00:00Z,0.0,18.625,293.875,26.19
1992-01-03T12:00:00Z,0.0,18.625,294.125,26.04
1992-01-03T12:00:00Z,0.0,18.625,294.375,25.91
1992-01-03T12:00:00Z,0.0,18.625,294.625,25.81
1992-01-03T12:00:00Z,0.0,18.625,294.875,25.71
1992-01-03T12:00:00Z,0.0,18.625,295.125,25.62
1992-01-03T12:00:00Z,0.0,18.625,295.375,25.57
1992-01-03T12:00:00Z,0.0,18.625,295.625,25.53
1992-01-03T12:00:00Z,0.0,18.625,295.875,25.58
1992-01-03T12:00:00Z,0.0,18.625,296.125,25.66
1992-01-03T12:00:00Z,0.0,18.875,292.125,26.02
1992-01-03T12:00:00Z,0.0,18.875,292.375,26.07
1992-01-03T12:00:00Z,0.0,18.875,292.625,26.09
1992-01-03T12:00:00Z,0.0,18.875,292.875,26.18
1992-01-03T12:00:00Z,0.0,18.875,293.125,26.25
1992-01-03T12:00:00Z,0.0,18.875,293.375,26.27
1992-01-03T12:00:00Z,0.0,18.875,293.625,26.28
1992-01-03T12:00:00Z,0.0,18.875,293.875,26.16
1992-01-03T12:00:00Z,0.0,18.875,294.125,26.05
1992-01-03T12:00:00Z,0.0,18.875,294.375,25.9
1992-01-03T12:00:00Z,0.0,18.875,294.625,25.83
1992-01-03T12:00:00Z,0.0,18.875,294.875,25.75
1992-01-03T12:00:00Z,0.0,18.875,295.125,25.7
1992-01-03T12:00:00Z,0.0,18.875,295.375,25.66
1992-01-03T12:00:00Z,0.0,18.875,295.625,25.62
1992-01-03T12:00:00Z,0.0,18.875,295.875,25.67
1992-01-03T12:00:00Z,0.0,18.875,296.125,25.69
1992-01-03T12:00:00Z,0.0,19.125,292.125,25.92
1992-01-03T12:00:00Z,0.0,19.125,292.375,25.88
1992-01-03T12:00:00Z,0.0,19.125,292.625,25.88
