indicator,Ocean economy establishments in Puerto Rico
unit,Places of work
Extent,Puerto Rico
2011,4434
2012,4281
2013,4280
2014,4278
2015,4187
2016,4270
2017,4286
2018,4173
2019,4499
2020,4505
