Indicator,Unemployment rate in Puerto Rico, 
Unit,"Unemployment rate, percent of labor force",
Extent,Puerto Rico,
2011,15.96666667,
2012,14.46666667,
2013,14.23333333,
2014,13.83333333,
2015,12.05833333,
2016,11.75,
2017,10.90833333,
2018,9.175,
2019,8.291666667,
2020,8.76,
2021,8.49,
