Indicator,Coral species richness in St. Croix,,
Unit,Coral species richness average,,
Year,Average coral species richness in NCRMP sites in St. Croix,SE,n_sites
2015,8.21848248,0.418663272,135
2017,8.54025243,0.307230389,172
2019,6.319062221,0.241253711,257
