area_name,area_type,data_layer,uncertainty_score,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,27.3193945472,36630.305223613635
"US Virgin Isl.",eez,Reconstructed domestic catch,1,1961,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","US Virgin Isl.",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,5.9944718155,1.9086135642741764
"US Virgin Isl.",eez,Reconstructed domestic catch,1,1961,"Acanthocybium solandri","Wahoo","Large pelagics (>=90 cm)","Perch-likes","US Virgin Isl.",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,5.9944718155,1.9086135642741764
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale lines,,4.3029360152
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,23.7158469945,47262.15276655734
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Katsuwonus pelamis","Skipjack tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,12.1419531321,24197.105165357374
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale lines,,10.6497666376
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,58.6967213115,92175.57359161474
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,30.0513340019,47191.71508945017
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Scomberomorus regalis","Cero","Large reef assoc. fish (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale lines,,6.1316838216
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Scomberomorus regalis","Cero","Large reef assoc. fish (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,33.7950819672,53070.78479517211
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Scomberomorus regalis","Cero","Large reef assoc. fish (>=90 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,17.3022832132,27170.98747574397
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale lines,,4.3029360152
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,23.7158469945,54545.60280721307
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,12.1419531321,27926.05944026885
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Thunnus atlanticus","Blackfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale lines,,4.3029360152
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Thunnus atlanticus","Blackfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,23.7158469945,48624.033406666626
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Thunnus atlanticus","Blackfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,12.1419531321,24894.355864752226
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale seine nets,,17.3752567409
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale pots or traps,,24.7758290565
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale lines,,12.3879145282
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,95.7645962903,348245.1373983453
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,136.5532206362,496571.76999393763
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,68.2766103181,248285.88499696847
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale seine nets,Direct human consumption,49.0292098839,178293.27949941967
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale pots or traps,Direct human consumption,69.9120215011,254233.00965657984
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,34.9560107505,127116.50482828975
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale seine nets,,29.9661507345
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale pots or traps,,29.9661507345
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale lines,,26.9261064570
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,165.1599380805,665792.6878873119
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,165.1599380805,665792.6878873119
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale lines,Direct human consumption,148.4045820433,598248.5021596162
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale seine nets,Direct human consumption,84.5579847066,340870.12004529114
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale pots or traps,Direct human consumption,84.5579847066,340870.12004529114
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale lines,Direct human consumption,75.9796384321,306289.0933740299
"US Virgin Isl.",eez,Reconstructed domestic catch,1,1961,"Makaira nigricans","Blue marlin","Large pelagics (>=90 cm)","Tuna & billfishes","US Virgin Isl.",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,5.9944718155,1.9086135642741764
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","Puerto Rico (USA)",Artisanal,Discards,Unreported,bagnets,,35.5471691267
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","Puerto Rico (USA)",Artisanal,Discards,Unreported,small scale pots or traps,,8.8867922817
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","Puerto Rico (USA)",Artisanal,Landings,Reported,bagnets,Direct human consumption,195.9200000000,1223103.92364776
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","Puerto Rico (USA)",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,48.9800000000,305775.98091194
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","Puerto Rico (USA)",Artisanal,Landings,Unreported,bagnets,Direct human consumption,100.3064093888,626200.3005840235
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","Puerto Rico (USA)",Artisanal,Landings,Unreported,small scale pots or traps,Direct human consumption,25.0766023472,156550.07514600555
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1961,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","US Virgin Isl.",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,15.0149000177,97825.49743293674
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1961,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","US Virgin Isl.",Artisanal,Landings,Reported,bagnets,Direct human consumption,24.0000000000,156365.472672
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1961,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","US Virgin Isl.",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,6.0000000000,39091.368168
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Lobatus gigas","Pink conch","Other demersal invertebrates","Molluscs","Puerto Rico (USA)",Artisanal,Discards,Unreported,hand or tools,,41.0592301621
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Lobatus gigas","Pink conch","Other demersal invertebrates","Molluscs","Puerto Rico (USA)",Artisanal,Landings,Reported,hand or tools,Direct human consumption,226.3000000000,499860.11204230005
"Puerto Rico (USA)",eez,Reconstructed domestic catch,3,1961,"Lobatus gigas","Pink conch","Other demersal invertebrates","Molluscs","Puerto Rico (USA)",Artisanal,Landings,Unreported,hand or tools,Direct human consumption,115.8602513510,255916.5630646726
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Discards,Unreported,unknown class,,0.4623961022
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Discards,Unreported,unknown class,,1.3285537031
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Reported,unknown class,Direct human consumption,7.6988951010,7305.946436008958
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Reported,unknown class,Direct human consumption,22.1204191562,20991.401412450683
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0038533009,0.00019688745110709425
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0110712809,0.0005656958417999289
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Reported,unknown class,Other,0.0038533009,0.00019688745110709425
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Reported,unknown class,Other,0.0110712809,0.0005656958417999289
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sint Maarten",Industrial,Landings,Reported,pots or traps,Direct human consumption,0.4588249034,403.076130343965
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sint Maarten",Industrial,Landings,Reported,pots or traps,Direct human consumption,1.3182929563,1158.1159163889945
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,12.1551341348,0.3916490818744906
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,50.4057301921,1.6241168326158264
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,1.7345333101,4387.146182345019
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,8.5480155052,21620.451663294967
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0008681348,0.005042313868736774
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0042782860,0.024849206919271873
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0008681348,0.005042313868736774
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0042782860,0.024849206919271873
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Gerreidae","Mojarras, silverbellies","Small benthopelagics (<30 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,2.3925906976,2257.6403660836468
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Gerreidae","Mojarras, silverbellies","Small benthopelagics (<30 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,1.0834278768,1022.3188240675117
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Gerreidae","Mojarras, silverbellies","Small benthopelagics (<30 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0005422562,1.747197014869763e-05
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Gerreidae","Mojarras, silverbellies","Small benthopelagics (<30 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0011974928,3.8584269558655096e-05
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Gerreidae","Mojarras, silverbellies","Small benthopelagics (<30 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0005422562,1.747197014869763e-05
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Gerreidae","Mojarras, silverbellies","Small benthopelagics (<30 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0011974928,3.8584269558655096e-05
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,47.3155532832,35343.98821412844
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,9.6192025894,7185.395908027823
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0048144157,0.025322013575825926
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0236814581,0.12455555140421459
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0048144157,0.025322013575825926
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0236814581,0.12455555140421459
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Scomberomorus","Spanish mackerels","Large pelagics (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,5.7739582511,0.18604199861282997
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Scomberomorus","Spanish mackerels","Large pelagics (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,16.4241825408,0.5292015654721102
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,32.3080171715,43223.63835805048
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,153.6963464921,205624.35826560826
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0161701788,0.0005210173410397365
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0769250983,0.0024785941319675
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0769250983,0.0024785941319675
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0161701788,0.0005210173410397365
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Acanthocybium solandri","Wahoo","Large pelagics (>=90 cm)","Perch-likes","Curacao",Industrial,Landings,Reported,longline,Direct human consumption,0.8639783572,3019.5494466482132
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Acanthocybium solandri","Wahoo","Large pelagics (>=90 cm)","Perch-likes","Curacao",Industrial,Landings,Reported,longline,Direct human consumption,2.0367034305,7118.149042833024
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,1.8966745643,4675.2376180979645
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,8.9016535635,21942.27011101743
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0044552821,0.00014355309537922263
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0009492866,3.058684576917862e-05
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0009492866,3.058684576917862e-05
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0044552821,0.00014355309537922263
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,0.3869761517,1057.4241683074258
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,0.0820315736,224.15378331575624
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0000410568,1.3228875086265417e-06
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0001936818,6.240596089351716e-06
"Puerto Rico (USA)",eez,Inferred foreign catch,,1961,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0001936818,6.240596089351716e-06
"US Virgin Isl.",eez,Inferred foreign catch,,1961,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0000410568,1.3228875086265417e-06
"US Virgin Isl.",eez,Assigned Tuna RFMO catch,,1961,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Discards,Unreported,longline,,1.3365113404
"Puerto Rico (USA)",eez,Assigned Tuna RFMO catch,,1961,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Discards,Unreported,longline,,5.1415533479
"Puerto Rico (USA)",eez,Assigned Tuna RFMO catch,,1961,"Auxis thazard","Frigate tuna","Medium pelagics (30 - 89 cm)","Tuna & billfishes","Venezuela",Industrial,Landings,Reported,mixed gear,Direct human consumption,0.0439076959,61.334087593120906
"Puerto Rico (USA)",eez,Assigned Tuna RFMO catch,,1961,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","Venezuela",Industrial,Landings,Reported,longline,Direct human consumption,2.8959618062,10526.88142750728
"US Virgin Isl.",eez,Assigned Tuna RFMO catch,,1961,"Thunnus alalunga","Albacore","Large pelagics (>=90 cm)","Tuna & billfishes","Venezuela",Industrial,Landings,Reported,longline,Direct human consumption,0.6651933073,2417.991513901113
"US Virgin Isl.",eez,Assigned Tuna RFMO catch,,1961,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Venezuela",Industrial,Landings,Reported,longline,Direct human consumption,4.4471790301,11530.782023999911
"Puerto Rico (USA)",eez,Assigned Tuna RFMO catch,,1961,"Thunnus albacares","Yellowfin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Venezuela",Industrial,Landings,Reported,longline,Direct human consumption,17.7606744364,46050.420759203014
"Puerto Rico (USA)",eez,Assigned Tuna RFMO catch,,1961,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Venezuela",Industrial,Landings,Reported,longline,Direct human consumption,0.2012466512,465.15106101421276
"US Virgin Isl.",eez,Assigned Tuna RFMO catch,,1961,"Thunnus obesus","Bigeye tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Venezuela",Industrial,Landings,Reported,longline,Direct human consumption,0.0700614270,161.9363448133536
"Puerto Rico (USA)",eez,Reconstructed domestic catch,2,1962,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Puerto Rico (USA)",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,42.3839040183,32818.32587620572
